GeneID,GeneName
3912,LAMB1
149095,DCST1
10884,RT30
147923,ZN420
5271,SPB8
4507,MTAP
159296,NKX23
79746,ECHD3
57673,BEND3
105375355,UPK3B
1129,ACM2
51481,VCX3
1053,CEBPE
112936,VP26B
10103,TSN1
779,CAC1S
6464,SHC1
129787,TMM18
643246,MP3B2
79882,ZC3HE
344807,MO2R2
4795,IKBL1
8739,HRK
151827,LRC34
66037,BOLL
50837,TA2R7
7551,ZNF3
84245,MTNA
50859,TICN3
91544,UBX11
9515,STB5L
83959,S4A11
117248,GLT15
92086,GGTL1
23262,VIP2
51427,ZN107
84867,PTN5
5598,MK07
6473,SHOX
219771,CCNY
148252,DIRA1
8671,S4A4
1137,ACHA4
1,A1BG
57405,SPC25
494513,PJVK
3141,BPL1
55689,YETS2
3035,HARS1
54819,ZCH10
60490,COAC
56849,TCAL7
134429,STAR4
3467,IFNW1
148109,F187B
79815,NPAL2
27283,TINAG
257,ALX3
173,AFAM
825,CAN3
6758,SSX5
148,ADA1A
26140,TTLL3
23598,PATZ1
406,BMAL1
114826,SMYD4
55620,STAP2
56950,SMYD2
23322,FTM
390083,O56A3
59283,CCG8
83932,SPRTN
1021,CDK6
100131755,ARMX4
22861,NLRP1
2020,HME2
6185,RPN2
284521,OR2LD
2938,GSTA1
3008,H14
957,ENTP5
113130,CDCA5
347240,KIF24
84833,ATPMK
84750,FUT10
5229,PGTB1
57060,PCBP4
27035,NOX1
441518,RTL8B
2913,GRM3
91775,NXPE3
5015,OTX2
197335,WDR90
181,AGRP
122786,FRMD6
107,ADCY1
2306,FOXD2
54905,CP2W1
6360,CCL16
6899,TBX1
55057,CRBG2
9443,MED7
219484,OR5M8
338872,C1T9A
487,AT2A1
2729,GSH1
80184,CE290
4636,MYL5
197320,ZN778
80122,M3K19
8202,NCOA3
220323,OAF
388551,CEA16
27071,DAPP1
8214,DGCR6
285989,ZN789
51366,UBR5
257415,F133B
84262,PSMG3
319100,TAAR6
6182,RM12
85291,KRA42
494188,FBX47
9674,K0040
195827,PXL2C
7075,TIE1
4528,IF2M
10651,MTX2
375484,SIMC1
2287,FKBP3
115557,ARHGP
57393,CLTRN
25871,NEPRO
79022,T106C
7125,TNNC2
27079,RUSD2
118472,ZN511
51182,HSP7E
6196,KS6A2
9859,CE170
6811,STX5
2181,ACSL3
2965,TF2H1
51042,ZN593
54505,DHX29
84520,GON7
3586,IL10
83446,CCD70
84865,CC142
7109,TPC10
51808,PHAX
4247,MGAT2
4580,MTX1
2957,TF2AA
196883,ADCY4
5754,PTK7
220296,HECAM
4054,LTBP3
2299,FOXI1
6580,S22A1
55672,NBPF1
317703,VN1R4
83648,F167A
3624,INHBA
766,CAH7
11262,SP140
83596,B2L12
1131,ACM3
26266,S13A4
346,APOC4
56252,YLPM1
101060321,TBC3G
151254,CTSRT
155,ADRB3
149420,PDK1L
6990,DYLT3
5884,RAD17
1355,COX15
200539,ANR23
9657,IQCB1
206358,S36A1
54880,BCOR
5260,PHKG1
11155,LDB3
3158,HMCS2
79109,SIN1
338645,LUZP2
4059,BCAM
25988,HINFP
64434,NOM1
7322,UB2D2
2941,GSTA4
90321,ZN766
91107,TRI47
2123,EVI2A
23554,TSN12
1812,DRD1
1588,CP19A
116236,ABH15
4062,LY6H
399,RHOH
1360,CBPB1
54926,UB2R2
148808,MFD4A
26018,LRIG1
7175,TPR
138799,O13C5
90488,TM263
64395,GMCL1
57731,SPTN4
9213,S53A1
2916,GRM6
5797,PTPRM
26190,FBXW2
6615,SNAI1
84691,GAR1B
51001,MTEF3
353513,VCY1
202500,DRC5
83543,AIF1L
2690,GHR
3097,ZEP2
4739,CASL
219858,OR8BC
728621,CCD30
154865,IQUB
79656,BEND5
131873,CO6A6
84331,MCRI2
127943,FCRLB
1534,CY561
10224,ZN443
80832,APOL4
497661,CR032
3206,HXA10
80347,COASY
25999,CLIP3
79741,CCDC7
90956,ADCK2
117144,CTSR1
56649,TMPS4
1595,CP51A
29969,MDFIC
6853,SYN1
339479,BRNP3
6347,CCL2
80298,MTEF2
9877,ZC11A
2688,SOMA
490,AT2B1
445329,ST1A3
1656,DDX6
25950,RWDD3
147991,D19L3
8458,TTF2
139322,MIC27
10771,ZMY11
79598,CEP97
83876,MSTRO
51194,IPO11
23650,TRI29
414328,GNTK
56648,IF5A2
51747,LC7L3
343641,TGM3L
387856,CC184
29990,PILRB
3421,IDH3G
113201,GOLM2
54583,EGLN1
23646,PLD3
63897,HEAT6
442444,FA47C
57761,TRIB3
143502,O52I2
51309,ARMX1
22955,SCMH1
86,ACL6A
160065,PATE1
80727,TTYH3
391196,OR2M7
404037,HPLN4
23186,RCOR1
51184,GPN3
92014,S2551
27334,P2Y10
55341,LSG1
93233,ODAD1
27175,TBG2
79029,AFG2B
28513,CAD19
92285,Z585B
22875,ENPP4
55602,CARF
10220,GDF11
2326,FMO1
5670,PSG2
147741,ZN560
22927,HABP4
29922,NDK7
79153,GDPD3
2823,GPM6A
1062,CENPE
29789,OLA1
1267,CN37
54802,MOD5
51002,TPRKB
55217,TMLH
5966,REL
80745,THUM2
26059,ERC2
53919,SO1C1
54521,WDR44
10660,LBX1
9480,ONEC2
10647,SG1D2
5648,MASP1
26048,ZN500
83988,NCALD
4626,MYH8
55421,NCBP3
9508,ATS3
1833,EPYC
1063,CENPF
3822,NKG2C
7554,ZNF8
79413,ZBED2
5136,PDE1A
2845,GPR22
64398,PALS1
4108,MAGA9
151194,MT21A
253935,ANGL5
5407,LIPR1
10795,ZN268
25975,EGFL6
57522,SRGP1
390168,OR5M1
2195,FAT1
54586,EQTN
55914,ERBIN
146439,BICL2
22901,ARSG
26136,TES
100170841,EPOP
152815,THAP6
80820,EEPD1
23428,LAT2
203238,CC171
100532736,NBL1
317701,VN1R2
2928,GSC2
81563,CA021
51250,MRES1
29088,RM15
55181,SMG8
23613,ZMYD8
131669,HUTU
10368,CCG3
23457,ABCB9
83480,PUS3
54328,GP173
390927,ZN793
865,PEBB
1142,ACHB3
60681,FKB10
146909,KI18B
4314,MMP3
10352,SYWM
1478,CSTF2
55556,ENOF1
137964,GPAT4
27177,IL36B
4928,NUP98
10570,DPYL4
29777,ABT1
10973,ASCC3
54858,PGPI
23507,LRC8B
5101,PCDH9
1733,IOD1
29098,MOG1
799,CALCR
149708,WFDC5
92345,NAF1
7732,RN112
2653,GCSH
1264,CNN1
6736,SRY
201633,TIGIT
64787,ES8L2
23581,CASPE
26254,OPT
4495,MT1G
10149,AGRG2
125336,LOXH1
5127,CDK16
5590,KPCZ
128218,TM125
6601,SMRC2
9423,NET1
79924,ADM2
334,APLP2
6238,RRBP1
51450,PRRX2
4810,NHS
10993,SDHL
55851,PEN2
65109,REN3B
57698,SHOT1
283518,KCNRG
84654,SPZ1
23468,CBX5
253512,KMCP1
64084,CSTN2
83450,DRC3
85477,SCIN
140735,DYL2
54726,OTUD4
3052,CCHL
9953,HS3SB
91584,PLXA4
100130742,LRC69
51751,HIG1B
633,PGS1
22874,PKHA6
92591,ASB16
344892,RTP2
253650,AN18A
50840,T2R14
79728,PALB2
863,MTG16
55680,RUFY2
81469,OR2G3
4883,ANPRC
441669,OR4Q3
89797,NAV2
201501,ZBT7C
91409,CC74B
4153,MBL2
1893,ECM1
84913,ATOH8
23533,PI3R5
83877,TM2D2
5026,P2RX5
84451,M3K21
65059,RAPH1
440435,GP179
9132,KCNQ4
84326,MTL26
139735,ZFP92
8605,PA24C
7185,TRAF1
93109,TMM44
22994,CP131
92675,DTD1
56113,PCDG2
80726,IQCN
2072,XPF
10184,LHPL2
55258,THNS2
441273,SPDE2
152006,RNF38
149647,GAR4
5777,PTN6
11112,3HIDH
55974,SWET1
253959,RGPA1
5641,LGMN
5645,TRY2
2624,GATA2
54972,T132A
85316,BAGE5
548313,SSX4
780776,TV23A
8785,MATN4
9568,GABR2
201965,RWDD4
5764,PTN
2257,FGF12
341947,COX8C
5314,PKHD1
3451,IFN17
3306,HSP72
57456,K1143
10307,APBB3
1944,EFNA3
4150,MAZ
8491,M4K3
348,APOE
79473,O52N1
51128,SAR1B
7035,TFPI1
1152,KCRB
28969,5MP1
9794,MAML1
6291,SAA4
157313,CDCA2
85457,CIPC
441457,NTM2G
9338,TCAL1
3381,SIAL
10053,AP1M2
9374,PPT2
7004,TEAD4
6092,ROBO2
344905,AT135
2165,F13B
92667,MGME1
22949,PTGR1
9584,RBM39
415116,PIM3
441161,OOEP
84502,JPH4
29893,HOP2
2185,FAK2
129450,TYW5
9590,AKA12
8771,TNF6B
60528,RNZ2
151651,EFHB
146861,S35G3
55823,VPS11
2172,FABP6
90557,CC74A
7584,ZNF35
1488,CTBP2
9563,G6PE
80006,TPC13
9487,PIGL
7993,UBXN8
84639,IL1FA
23046,KI21B
55339,WDR33
9108,MTMR7
27309,ZN330
56683,CF298
2057,EPOR
80821,DDHD1
79369,B3GN4
881,CALI
268,MIS
284716,RIMKA
55245,UQCC1
51676,ASB2
51626,DC2L1
9232,PTTG1
57664,PKHA4
284340,CXL17
23515,MORC3
2899,GRIK3
84915,F222A
200030,NBPFB
1565,CP2D6
51460,SMBT1
23155,CLCC1
3781,KCNN2
116143,DAA10
5241,PRGR
10686,CLD16
55283,MCLN3
55353,LAP4B
10595,ERN2
54465,ETAA1
5132,PHOS
60313,GPBL1
5145,PDE6A
1768,DYH6
56979,PRDM9
10020,GLCNE
908,TCPZ
56108,PCDG7
8600,TNF11
3611,ILK
29882,ANC2
8313,AXIN2
541468,LURA1
440561,PRAM6
3963,LEG7
1613,DAPK3
1442,CSH1
83933,HDA10
64123,AGRL4
1902,LPAR1
96764,TGS1
55655,NALP2
100287171,WASH1
79784,MYH14
81031,GTR10
171568,RPC8
51285,RASLC
26165,S31A7
403284,O6C68
9807,IP6K1
11078,TARA
114786,XKR4
255809,HIDE1
5431,RPB2
390439,O11G2
1269,CNR2
219437,OR5L1
6455,SH3G1
121340,SP7
10529,NEBL
320,APBA1
4678,NASP
993,MPIP1
114787,GRIN1
51098,IFT52
541578,EOLA2
23087,TRI35
7142,STP2
55829,SELS
329,BIRC2
10213,PSDE
644019,ZNG1F
90050,F181A
85445,CNTP4
55089,S38A4
7287,TULP1
6462,SHBG
29115,S30BP
219995,M4A15
55001,TTC22
23233,EXC6B
3749,KCNC4
4771,MERL
83930,STR3N
128488,WFD12
9215,LARG1
4685,NCAM2
6357,CCL13
2696,GIPR
10738,RFPL3
7625,ZNF74
5129,CDK18
6531,SC6A3
4359,MYP0
729830,FHI1A
80231,TASL
145501,ISM2
256126,SYCE2
79027,ZN655
80007,PAAT
353133,LCE1C
119559,SFXN4
23085,RB6I2
219970,GLYL2
131831,ERIP6
3363,5HT7R
3680,ITA9
23433,RHOQ
151473,MOT14
10813,UT14A
51131,PHF11
22907,DHX30
55364,IMPCT
9317,PTER
114899,C1QT3
219960,O10Q1
127068,O2T34
57805,CCAR2
114818,KLH29
390649,O4F15
26056,RFIP5
84759,PCGF1
64771,ILRUN
7041,TGFI1
1730,DIAP2
10302,SNPC5
53358,SHC3
392255,GDF6
23163,GGA3
767,CAH8
3780,KCNN1
6536,SC6A9
219736,STOX1
401546,CI152
57381,RHOJ
131034,CPNE4
29968,SERC
9992,KCNE2
9735,KNTC1
4430,MYO1B
126382,NR2CA
6997,TDGF1
10861,S26A1
150365,MEI1
29979,UBQL1
1826,DSCAM
79635,CC121
4294,M3K10
79969,ATAT
25890,TARSH
168975,CNBD1
57466,SCAF4
283092,OR4CD
80764,THAP7
23366,MACA2
28981,IFT81
317762,CC85C
115019,S26A9
84527,ZN559
3667,IRS1
114781,BTBD9
79612,NAA16
285848,PLPL1
1398,CRK
339451,KLH17
8926,RSMN
219487,OR5MB
80381,CD276
128637,TBC20
51124,IR3IP
85865,GTPBA
93107,KCNG4
29993,PACN1
137902,PXDNL
26147,PHF19
3652,IPP
151871,DPPA2
284110,GSDMA
25895,EFMT3
283933,ZN843
10481,HXB13
4585,MUC4
3875,K1C18
1308,COHA1
79767,ELMO3
7760,ZN213
123745,PA24E
10814,CPLX2
3831,KLC1
3439,IFNA1
11024,LIRA1
63967,CLSPN
5786,PTPRA
26240,FA50B
145407,ARMD4
8447,DOC2B
6991,DYLT2
2281,FKB1B
79725,THAP9
8438,RAD54
79666,PKHF2
55175,KLH11
51673,TPPP3
102723553,SIM11
3234,HXD8
29803,REPI1
5420,PODXL
4622,MYH4
2897,GRIK1
5539,PAHO
50640,PLPL8
4660,MYPT2
22925,PLA2R
114905,C1QT7
27068,IPYR2
53353,LRP1B
51193,ZN639
56130,PCDB6
9495,AKAP5
134826889,NOX5
10497,UN13B
5778,PTN7
474354,LRC18
221662,RBM24
29986,S39A2
3364,HUS1
7048,TGFR2
23132,ARIP4
9203,ZMYM3
130733,T178A
51642,RM48
8534,CHST1
54496,ANM7
6871,TAD2A
79825,EFCC1
356,TNFL6
64789,EXO5
51360,MBTP2
27111,SDCB2
3175,HNF6
29781,CNDH2
10551,AGR2
5936,RBM4
283160,OR8D2
55656,INT8
2519,FUCO2
27032,AT2C1
378108,TRI74
1969,EPHA2
6416,MP2K4
57477,SHRM4
23137,SMC5
22950,NADAP
64710,NUCKS
5121,PCP4
55777,MBD5
114780,PK1L2
1018,CDK3
6579,SO1A2
8507,ENC1
23557,SNAPN
113174,SAAL1
5429,POLH
284309,ZN776
5161,ODPAT
83416,FCRL5
23784,POTEH
7827,PODO
2523,FUT1
440738,MLP3C
145748,LYSM4
6609,ASM
80195,TM254
56104,PCDGD
65243,ZF69B
26052,DYN3
166979,CD20B
8061,FOSL1
112849,T3HPD
27,ABL2
390078,O52E6
53827,FXYD5
79944,L2HDH
220107,LEU7
10061,ABCF2
644890,MEIG1
54431,DJC10
50836,TA2R8
147011,PRCA1
10892,MALT1
79613,TNG6
168374,ZNF92
375449,MAST4
7745,ZKSC8
9683,N4BP1
387695,GP15L
56157,TX13A
653656,MB3L4
8092,ALX1
259232,NALCN
11113,CTRO
6801,STRN
6529,SC6A1
23165,NU205
23460,ABCA6
140679,VIAAT
93978,CLC6A
26275,HIBCH
57563,KLHL8
8161,COIL
54664,T106B
202559,KHDR2
26354,GNL3
63924,CIDEC
221545,CF136
221786,F200A
100170229,SRRM5
56271,BEX4
729528,PRA14
7274,TTPA
8399,PA2GX
4124,MA2A1
6453,ITSN1
387921,NHLC3
284111,S13A5
81696,OR5V1
5268,SPB5
126541,O10H4
23567,ZN346
4849,CNOT3
140775,SMCR8
84260,TCHP
28232,SO3A1
3770,KCJ14
124637,CB5D1
10944,SMAP
348932,S6A18
29923,HLPDA
1446,CASA1
309,ANXA6
25776,CBY1
64866,CDCP1
333,APLP1
114134,MYCT
4940,OAS3
374655,ZN710
401993,OR2T5
6720,SRBP1
5626,PROP1
2952,GSTT1
79070,PLGT2
55206,SBNO1
85007,AT2L2
219873,O10S1
6869,NK1R
54474,K1C20
2561,GBRB2
2857,GPR34
3483,ALS
55515,ASIC4
23641,LDOC1
120065,OR5P2
50624,CUZD1
1829,DSG2
7979,SEM1
253175,CDY1
84859,LRCH3
79096,CSTP1
196528,ARID2
126792,B3GT6
222696,ZSC23
7205,TRIP6
1388,ATF6B
158586,ZXDB
92399,RRFM
339976,TRIML
115948,ODAD3
9648,GCC2
3594,I12R1
8468,FKBP6
7358,UGDH
442721,LMOD2
7337,UBE3A
153201,S36A2
26974,ZN285
55568,GLT10
3763,KCNJ6
85285,KRA41
83953,FCAMR
23061,TBC9B
221687,RN182
2194,FAS
29127,RGAP1
23219,FBX28
80339,PLPL3
51016,EMC9
10157,AASS
254050,LRC43
23424,TDRD7
56941,HMCES
23017,LFG2
8609,KLF7
338,APOB
6451,SH3L1
92482,BBIP1
79810,PTCD2
2736,GLI2
10170,DHRS9
53336,CPXCR
2494,NR5A2
147111,NOTUM
51320,MEX3C
9547,CXL14
79977,GRHL2
7107,G137B
387775,S22AA
92305,TM129
5349,FXYD3
25793,FBX7
63928,CHP2
7532,1433G
23133,PHF8
162239,ZFP1
54084,TSEAR
6487,SIAT6
11169,WDHD1
6567,MOT8
84458,LCOR
2824,GPM6B
79142,PHF23
10042,HMGX4
534,VATG2
4892,NRAP
5731,PE2R1
55706,NDC1
4288,KI67
146853,CQ050
23522,KAT6B
26998,FETUB
84264,HAGHL
80227,PAAF1
27179,IL36A
11196,S23IP
90871,DMAC1
4999,ORC2
4015,LYOX
100141515,IL40
28971,AAMDC
26469,PTN18
389337,ARH37
25854,F149A
100288687,DUX4
374872,PEAK3
10961,ERP29
85508,SCRT2
51755,CDK12
7189,TRAF6
6908,TBP
340152,ZC12D
29941,PKN3
6102,XRP2
84067,FHI1B
84303,MIC25
3712,IVD
127731,VW5B1
9668,ZN432
84146,ZN644
9154,S28A1
27245,AHDC1
54443,ANLN
2158,FA9
4905,NSF
5273,SPB10
84541,KBTB8
120775,OR2D3
7483,WNT9A
9655,SOCS5
4105,MAGA6
64240,ABCG5
79169,MMTA2
5672,PSG4
26523,AGO1
84767,TRI51
3241,HPCL1
125170,MID49
10251,SPY3
134391,GP151
338879,RNS10
9576,SPAG6
57110,PLAT1
1553,CP2AD
112574,SNX18
144321,GRPL2
115708,TRM61
6575,S20A2
128360,O10T2
9362,CPNE6
28965,S27A6
3543,IGLL1
3909,LAMA3
64420,SUSD1
51003,MED31
9846,GAB2
50507,NOX4
64122,FN3K
151835,CPNE9
25903,OLM2B
4762,NGN1
81573,AN13C
154214,RN217
140456,ASB11
4583,MUC2
390538,OR4M2
285267,ZN619
5634,PRPS2
10663,CXCR6
100996758,NPY4R
9526,MPU1
133688,UD3A1
2571,DCE1
259215,LY66F
3784,KCNQ1
9506,PAGE4
29948,OSGI1
781,CA2D1
22890,ZBTB1
26233,FBXL6
22893,BAHD1
132014,I17RE
147040,KCD11
285331,CCD66
247,LX15B
23014,FBX21
55835,CENPJ
8928,FOXH1
286336,FA78A
8643,PTC2
1876,E2F6
29057,FA156
255119,CF299
4913,NTH
10687,PNMA2
26064,RAI14
219464,OR5T2
206338,AMPQ
146325,PRR35
8409,UXT
219855,G6PT3
3692,IF6
5222,PEPA5
6692,SPIT1
3782,KCNN3
221035,REEP3
9531,BAG3
55233,MOB1A
155185,AMZ1
90,ACVR1
644096,SDHF1
10998,S27A5
2903,NMDE1
4325,MMP16
2184,FAAA
1068,CETN1
55239,OGFD1
115290,FBX17
27005,UBP21
388566,ZN470
653,BMP5
51151,S45A2
4830,NDKA
150383,CDPF1
56899,ANS1B
55346,T11L1
389813,AJM1
284021,MILR1
4919,ROR1
126669,SHE
7015,TERT
415,ARSL
6898,ATTY
6322,SCML1
2864,FFAR1
5591,PRKDC
54970,TTC12
120066,OR5P3
55324,ABCF3
56907,SPIR1
54555,DDX49
150379,PLPL5
7862,BRPF1
90827,ZN479
23451,SF3B1
85021,REPS1
283987,HID1
347487,CX066
6547,NAC3
55773,TBC23
84522,JAGN1
79605,PGBD5
55227,LRRC1
79874,RABE2
3069,VIGLN
2785,GBG3
64837,KLC2
10917,BTNL3
353189,SO4C1
23064,SETX
81033,KCNH6
59272,ACE2
84725,PKHA8
6999,T23O
388327,CQ100
51375,SNX7
56181,MFR1L
9282,MED14
84916,UTP4
284525,SL9C2
102,ADA10
143689,PIWL4
219482,OR5M3
255928,SYT14
84076,TKTL2
8760,CDS2
10654,PMVK
6733,SRPK2
114569,MAL2
2187,FANCB
283248,RCOR2
5798,PTPRN
145447,AB12B
22881,ANKR6
51463,GPHRA
8529,CP4F2
9057,YLAT2
64598,MSPD3
284565,NBPFF
55599,RNPC3
22852,ANR26
26529,O12D2
129684,CNTP5
284359,IZUM1
63898,SH24A
5707,PSMD1
23549,DNPEP
90993,CR3L1
5915,RARB
5146,PDE6C
219409,GSX1
116988,AGAP3
10336,PCGF3
28987,NOB1
728395,TSPY4
10435,BORG1
4306,MCR
3833,KIFC1
51298,SPMA2
3950,LECT2
9963,S23A1
6019,REL2
27094,KCMB3
135138,PACRG
55349,CHDH
6249,CLIP1
51733,BUP1
50618,ITSN2
152404,IGS11
28970,CK054
4184,MCSP
55718,RPC5
140606,SELM
4591,TRI37
5877,MSS4
80153,EDC3
83445,GSG1
23416,KCNH3
199857,ALG14
80315,CPEB4
8985,PLOD3
4438,MSH4
7029,TFDP2
63971,KI13A
100130519,TM221
196792,FA24B
54806,AHI1
57706,DEN1A
3675,ITA3
1515,CATL2
30813,VSX1
83937,RASF4
348174,CL18A
54629,MINY2
11247,NXPH4
63035,BCORL
1031,CDN2C
23281,MTUS2
29926,GMPPA
56944,OLFL3
7621,ZNF70
57597,BAHC1
83943,IMP2L
2651,GNT2A
56925,LXN
10014,HDAC5
1010,CAD12
23122,CLAP2
29844,TFPT
127,ADH4
89845,MRP7
85235,H2A1H
440138,ALG11
51421,AMOL2
79608,RIC3
161931,ADAD2
29078,NDUF4
282763,O51B5
84293,PXL2A
284274,SMI21
22802,CLCA4
9752,PCDA9
7678,ZN124
8242,KDM5C
64965,RT09
9392,TGFA1
6482,SIA4A
2844,GPR21
7980,TFPI2
10472,ZBT18
1846,DUS4
51127,TRI17
728591,CC169
653641,GOG6C
170626,XAGE3
84945,ABHDD
2244,FIBB
91937,TIMD4
55576,STAB2
201626,PDE12
1180,CLCN1
84900,RNFT2
9148,NEUL1
5585,PKN1
439915,KRA55
23333,D19L1
151888,BTLA
23566,LPAR3
29958,M2GD
400451,F174B
55277,FGGY
285489,DOK7
23408,SIR5
84288,DRC8
159963,SC5AC
22995,CE152
57467,HHATL
219954,OR9I1
4642,MYO1D
84253,GARL3
6262,RYR2
3868,K1C16
2241,FER
221960,CCZ1
375444,CE034
199223,TT21A
3446,IFN10
6424,SFRP4
79930,DOK3
3565,IL4
254428,S41A1
161145,T229B
3595,I12R2
1475,CYTA
30848,CTAG2
65988,ZN747
7033,TFF3
51763,INP5K
56245,EPCIP
83463,MAD3
57402,S10AE
416,ARSF
6782,HSP13
127540,HMGB4
57216,VANG2
83690,CRLD1
64403,CAD24
117286,CIB3
644591,PAL4G
90865,IL33
79929,MA6D1
285973,ATG9B
55854,ZC3HF
7546,ZIC2
4257,MGST1
56062,KLHL4
5651,ENTK
79939,S35E1
6570,VMAT1
84878,ZBT45
8624,PSMG1
9260,PDLI7
8369,H4G
5906,RAP1A
148741,ANR35
1827,RCAN1
219986,OR4DB
10524,KAT5
10520,ZN211
2636,GBX1
6921,ELOC
3099,HXK2
149233,IL23R
660,BMX
23624,CBLC
1582,CP8B1
8315,BRAP
134637,ADAT2
440073,IQEC3
6368,CCL23
84223,DRC9
392376,O13C2
64792,IFT22
114088,TRIM9
947,CD34
55610,VPS50
8622,PDE8B
7005,TEAD3
92304,SG3A1
651746,AN33B
26995,TRUB2
8538,BARX2
10331,B3GN3
11232,DPOG2
84674,CARD6
27332,ZN638
100128569,TKTI1
55106,SLN12
337970,KR193
374569,LPP60
5599,MK08
5283,PIGH
140856,SCP2D
120227,CP2R1
142678,MIB2
79993,ELOV7
3075,CFAH
92922,C102A
23028,KDM1A
1421,CRGD
402135,OR5K2
56912,IFT46
100288323,KR213
9389,S22AE
10538,BATF
1998,ELF2
9113,LATS1
26024,PTCD1
55290,BRF2
84167,CS044
441282,AK1BF
755,CF410
23609,MKRN2
6821,SUOX
79917,MAGIX
2773,GNAI3
139221,PWP3B
85409,NKD2
23632,CAH14
23414,FOG2
80010,RMI1
84166,NLRC5
163782,KANK4
6847,SYCP1
25945,NECT3
80774,LIMD2
284349,ZN283
4035,LRP1
79762,RDD1
9424,KCNK6
23536,ADAT1
84705,GTPB3
11095,ATS8
4993,OR2C1
10054,SAE2
85452,CFA74
643803,KR241
25940,FA98A
55596,ZCHC8
90987,ZN251
218,AL3A1
55510,DDX43
6779,STAT
154810,AMOL1
5212,VITRN
57658,CACO1
2070,EYA4
9054,NFS1
56122,PCDBE
66005,CHID1
121275,O10AD
57180,ARP3B
126520,PLK5
54413,NLGN3
3177,S29A2
57700,FHI2A
9310,ZN235
167555,F151B
114885,OSB11
23382,SAHH3
253982,ASPH1
414301,DDI1
4225,MEP1B
2027,ENOB
23729,SHPK
112885,PF21B
5243,MDR1
10954,PDIA5
1184,CLCN5
79345,O51B2
3224,HXC8
56676,ASCL3
201514,ZN584
64219,PJA1
1368,CBPM
51330,TNR12
348654,GEN
441631,TSN11
2572,DCE2
3598,I13R2
54456,M10L1
65250,CPLN1
1154,CISH
5933,RBL1
57158,JPH2
116225,ZMY19
5889,RA51C
51186,TCAL9
55609,Z280C
10848,IASPP
11080,DNJB4
3552,IL1A
85465,EPT1
8224,SYN3
266675,BEST4
201294,UN13D
8392,OR3A3
8292,COLQ
246176,GA2L2
26595,OR8B2
28951,TRIB2
2538,G6PC1
285955,SPDE1
4110,MAGAB
64919,BC11B
27178,IL37
283337,ZN740
53342,IL17D
119016,AGAP4
10457,GPNMB
26960,NBEA
10568,NPT2B
128229,TSACC
80003,PCX2
55844,2ABD
9937,DCR1A
114625,ERMAP
387129,NPSR1
347730,LRRT1
55897,MESP1
55879,GBRT
9293,GPR52
84643,KIF2B
54566,E41LB
79791,FBX31
145264,SPA12
7257,TSNAX
84944,MAEL
2998,GYS2
23564,DDAH2
4633,MLRV
116983,ACAP3
22882,ZHX2
10248,POP7
90668,CARL3
6168,RL37A
118490,MSS51
8481,OFD1
137872,HOT
29121,CLC2D
29780,PARVB
1939,EIF2D
5888,RAD51
8913,CAC1G
51058,ZN691
134548,SWAHA
1468,DIC
6470,GLYC
27201,GPR78
65083,NOL6
54896,LAAT1
23552,CDK20
29985,S39A3
9609,RAB36
285966,TCAF2
284004,HEXD
258,AMBN
10218,ANGL7
9934,P2Y14
29800,ZDHC1
8390,OR1G1
85460,Z518B
4087,SMAD2
1953,MEGF6
481,AT1B1
83858,ATD3B
57181,S39AA
58513,EP15R
26230,TIAM2
79925,SPEF2
11313,LYPA2
653275,CFC1B
80028,FXL18
2290,FOXG1
283869,NPW
8924,HERC2
11105,PRDM7
64063,BSSP4
93426,SYCE1
120400,NXPE1
5799,PTPR2
624,BKRB2
8243,SMC1A
140,AA3R
23072,HECW1
149699,GTSFL
119765,OR4B1
4704,NDUA9
54813,KLH28
3199,HXA2
26287,ANKR2
6439,PSPB
27125,AFF4
390260,OR6X1
23483,TGDS
1852,DUS9
91151,TIGD7
138429,PI5L1
6640,SNTA1
55757,UGGG2
653121,ZBT8A
84866,TMM25
22798,LAMB4
3676,ITA4
56901,NUA4L
84101,UBP44
440021,KRA52
26058,GGYF2
84103,CD017
144453,BEST3
28962,OSTM1
342898,SYCN
55352,COPRS
55154,MSTO1
54700,RRN3
79140,CC28B
10266,RAMP2
10060,ABCC9
83940,TATD1
10841,FTCD
125206,SC5AA
6507,EAA1
1734,IOD2
79789,CLMN
4799,NFX1
57578,UNC79
148113,CILP2
201163,FLCN
54617,INO80
84922,FIZ1
2886,GRB7
51121,RL26L
401944,LRAD2
85456,TB182
5367,MCH
91661,ZN765
2670,GFAP
10780,ZN234
164832,LONF2
390874,ONEC3
146206,CARL2
79840,NHEJ1
1788,DNM3A
54522,ANR16
10868,UBP20
124925,SEZ6
57830,KRA58
9001,HAP1
57572,DOCK6
54475,NLE1
353132,LCE1B
10075,HUWE1
259287,T2R41
10293,TRAIP
55178,MRM3
4668,NAGAB
135656,MUCL3
5138,PDE2A
84437,MSD4
54952,TSAP1
91653,BOC
5338,PLD2
286187,PPR42
3817,KLK2
9071,CLD10
10539,GLRX3
6304,SATB1
60495,HPSE2
333926,PPM1J
57455,REXO1
10193,RNF41
29935,RFA4
64963,RT11
203074,PRS55
162967,ZN320
26261,FBX24
23080,AVL9
255324,EPGN
54480,CHPF2
3397,ID1
29942,PURG
253559,CADM2
22888,RNF37
283629,TSSK4
55695,NSUN5
2972,TF3B
10994,HACL2
114991,ZN618
79647,AKIR1
390063,O51I1
